query,market,language,search_date,rank,page_title,url,domain,source_id,raw_excerpt
buy titanium dioxide bulk,GLOBAL,EN,2026-08-29,1,Titanium dioxide (CAS 13463-67-7) | Glentham Life Sciences,https://www.glentham.com/en/products/product/GX0703/,glentham.com,SERP-REV-BUY-BULK-20260829,Titanium dioxide (CAS 13463-67-7) | Glentham Life Sciences (https://www.glentham.com/en/products/product/GX0703/) citeturn20search0 [wordlim: 200] Crawled: yesterday; GX0703 Titanium dioxide ... bulk GX0703 Titanium dioxide Titania; Titanium(IV) oxide; Anatase; Titanium oxide [Input] [Input] Image: Titanium dioxide Structure Glentham Code: GX0703 CAS: 13463-67-7 MF: TiO_{2} MW: 79.87 Purity: ≥ 98.0% [Input] Image: HDPE bottle # Titanium dioxide $27.80 🟢 In Stock (5+) Product code: GX0703-250g Packaging type: HDPE bottle (packaging info) Description: 500ml screw top UN powder bottle Material: HDPE square white plastic bottle with screw closure Dimensions: 75 x 75 x 166 (mm) Volume: 500 (ml) UN certified: Yes Weight: 68.537 [Input] Size 250g 500g 1kg 5kg bulk Dispatches: 9 September 2026 * Product Info * Product Spec * Safety Info * Documentation
buy titanium dioxide bulk,GLOBAL,EN,2026-08-29,2,Product Details,https://www.spectrumchemical.com/pdfdetails/pdf/index/productSku/TI140/,spectrumchemical.com,SERP-REV-BUY-BULK-20260829,"Product Details (https://www.spectrumchemical.com/pdfdetails/pdf/index/productSku/TI140/) citeturn20search12 [wordlim: 200] Published: 2 months ago; Titanium Dioxide, USP Product Details WWW.SPECTRUMCHEMICAL.COM Titanium Dioxide, USP SDS Item Number CAS Number | TI140 13463-67-7 --- | --- Item Number Molecular Formula | TI140 TiO 2 Item Number Molecular Weight | TI140 79.87Description Titanium Dioxide, USP. Spectrum Chemical graded products (USP/NF, EP, BP, JP, FCC) are handled, packaged, labeled, stored, and tested in FDA registered and inspected facilities. All operations are conducted in compliance with current Good Manufacturing Practices (cGMP) as defined in 21 CFR Parts 210 and 211. Furthermore, the original manufacturers of these materials adhere to appropriate GMP standards, such as ICH Q7 Good Manufacturing Practice Guide for Active Pharmaceutical Ingredients or FDA 21 CFR Pa"
buy titanium dioxide bulk,GLOBAL,EN,2026-08-29,3,"Titanium oxide (Cas No 13463-67-7) ≥99.8% metals basis, 100-300nm,hydrophilic high purity and research grade | Aladdin Scientific",https://www.aladdinsci.com/us_en/titanium-oxide-aladdin-scientific-t294738.html,aladdinsci.com,SERP-REV-BUY-BULK-20260829,"Titanium oxide (Cas No 13463-67-7) ≥99.8% metals basis, 100-300nm,hydrophilic high purity and research grade | Aladdin Scientific (https://www.aladdinsci.com/us_en/titanium-oxide-aladdin-scientific-t294738.html) citeturn20search1 [wordlim: 200] Crawled: today; Aerosil P 25 | A-Fil | Anatase (TiO2) | Bayertitan A | Bayertitan AN 3 | Calcotone White T | NCI-C0424O | Tronox | Tioxide RSM | Tioxide R-SM | Aerosil T 805 | Cosmetic White C47-5175 | Rutiox CR | Kronos RN 40P | Kronos titanium dioxide | Amperit 780.0 | ... Bulk / Custom # Titanium oxide - ≥99.8% metals basis, 100-300nm,hydrophilic , CAS No.13463-67-7 CAS: 13463-67-7 Cat. No.: T294738 Molecular Weight: 79.87 EC Number: 236-675-5 2539 Citations COA [Input] Skip to the end of the images gallery 3D Skip to the beginning of the images gallery AVAILABLE TO ORDER GRADE & PURITY ≥99.8% metals basis 100-300nm,hydrophilic Syn"
buy titanium dioxide bulk,GLOBAL,EN,2026-08-29,4,"Titanium Dioxide, Spectrum Chemical 45 kg | Buy Online | Spectrum Chemical Manufacturing Corporation | Fisher Scientific",https://www.fishersci.com/shop/products/titanium-dioxide-spectrum-chemical/18614469,fishersci.com,SERP-REV-BUY-BULK-20260829,"Titanium Dioxide, Spectrum Chemical 45 kg | Buy Online | Spectrum Chemical Manufacturing Corporation | Fisher Scientific (https://www.fishersci.com/shop/products/titanium-dioxide-spectrum-chemical/18614469) citeturn20search2 [wordlim: 200] Crawled: today; * * * * * # Titanium Dioxide, Spectrum™ Chemical * * * * * # Titanium Dioxide, Spectrum™ Chemical Image: SDP [Input] Catalog No. 18614469 Shop All Spectrum Chemical Mfg. Corp. Products Change view Click to view available options Quantity: 500 g 2.5 kg 12 kg 45 kg Packaging: Fiber Drum Poly Bottle Poly Pail 4 product options available for selection Product selection table with 4 available options. Use arrow keys to navigate and Enter or Space to select. Catalog No. | Quantity | Packaging --- | --- | --- 18-614-469 | 45 kg | Fiber Drum 18-614-470 | 500 g | Poly Bottle 18-614-467 | 2.5 kg | P"
buy titanium dioxide bulk,GLOBAL,EN,2026-08-29,5,Titanium Dioxide USP K – Bulk Naturals,https://www.bulknaturalswholesale.com/products/titanium-dioxide-usp-k-cosmetic-grade-mineral-uv-filter-opacifier,bulknaturalswholesale.com,SERP-REV-BUY-BULK-20260829,"Titanium Dioxide USP K – Bulk Naturals (https://www.bulknaturalswholesale.com/products/titanium-dioxide-usp-k-cosmetic-grade-mineral-uv-filter-opacifier) citeturn20search3 [wordlim: 200] Crawled: 3 days ago; Titanium Dioxide USP K is a high-quality, ultra-fine white powder that meets United States Pharmacopeia (USP) standards, making it suitable for a wide range of cosmetic, topical, and personal care formulations. Image: Icon Shipping information Orders Ship in 1-4 business days excluding postal holidays. Standard Shipping is USPS Ground Advantage for up to 12oz, USPS Priority & UPS for larger orders. [Input][Input] Image: Icon Ask a question [{""id"":47519398789370,""title"":""100 Grams"",""option1"":""100 Grams"",""option2"":null,""option3"":null,""sku"":null,""requires_shipping"":true,""taxable"":true,""featured_image"":null,""available"":true,""name"":""Titanium Dioxide USP K - 100 Grams"",""public_title"
buy titanium dioxide bulk,GLOBAL,EN,2026-08-29,6,"Titanium oxide, rutile (Cas No 13463-67-7) ≥99.5% metals basis, powder,＜60nm particle size high purity and research grade | Aladdin Scientific",https://www.aladdinsci.com/us_en/titanium-oxide-rutile-aladdin-scientific-t104939.html,aladdinsci.com,SERP-REV-BUY-BULK-20260829,"Titanium oxide, rutile (Cas No 13463-67-7) ≥99.5% metals basis, powder,＜60nm particle size high purity and research grade | Aladdin Scientific (https://www.aladdinsci.com/us_en/titanium-oxide-rutile-aladdin-scientific-t104939.html) citeturn20search4 [wordlim: 200] Crawled: last week; TITANIUM DIOXIDE|Titanium oxide|13463-67-7|Rutile|Titanium(IV) oxide|dioxotitanium|Anatase|Titania|1317-70-0|Anatase (TiO2)|1317-80-2|Rutile (TiO2)|Titanium White|Titafrance|Hombitan|Tiofine|Tioxide|Tipaque|Titanox|Rayox|Bayertitan A|Titanic anhydride|Tio ... Bulk / Custom # Titanium oxide, rutile - ≥99.5% metals basis, powder,＜60nm particle size , CAS No.13463-67-7 CAS: 13463-67-7 Cat. No.: T104939 Molecular Weight: 79.87 EC Number: 236-675-5 2539 Citations COA [Input] Skip to the end of the images gallery 3D Skip to the beginning of the images gallery AVAILABLE TO ORDER GRADE & PURITY ≥99.5% me"
buy titanium dioxide bulk,GLOBAL,EN,2026-08-29,7,"Titanium Dioxide, Technical, Spectrum Chemical 45 kg | Buy Online | Spectrum Chemical Manufacturing Corporation | Fisher Scientific",https://www.fishersci.com/shop/products/titanium-dioxide-technical-spectrum-chemical/18607423,fishersci.com,SERP-REV-BUY-BULK-20260829,"Titanium Dioxide, Technical, Spectrum Chemical 45 kg | Buy Online | Spectrum Chemical Manufacturing Corporation | Fisher Scientific (https://www.fishersci.com/shop/products/titanium-dioxide-technical-spectrum-chemical/18607423) citeturn20search5 [wordlim: 200] Crawled: 3 months ago; Spectrum™ Chemical Titanium Dioxide, Technical , is the naturally available oxide of titanium also known as titania and is used as a pigment in paints, food coloring, cosmetics and in the production of pure titanium, electrical ceramics, catalysts and other chemical applications. # Titanium Dioxide, Technical, Spectrum™ Chemical Image: SDP [Input] Catalog No. 18607423 Shop All Spectrum Chemical Manufacturing Corporation Products 45 kg, Fiber Drum Change view Click to view available options Quantity: 500 g 2.5 kg 12 kg 45 kg Packaging: Fiber Drum Poly Bottle Poly Pail 4 product options avai"
buy titanium dioxide bulk,GLOBAL,EN,2026-08-29,8,"Titanium Dioxide, FCC, 99-100.5%, Spectrum Chemical 45 kg | Buy Online | Spectrum Chemical Manufacturing Corporation | Fisher Scientific",https://www.fishersci.com/shop/products/titanium-dioxide-fcc-99-100-5-spectrum-chemical/18607419,fishersci.com,SERP-REV-BUY-BULK-20260829,"Titanium Dioxide, FCC, 99-100.5%, Spectrum Chemical 45 kg | Buy Online | Spectrum Chemical Manufacturing Corporation | Fisher Scientific (https://www.fishersci.com/shop/products/titanium-dioxide-fcc-99-100-5-spectrum-chemical/18607419) citeturn20search6 [wordlim: 200] Crawled: 2 days ago; Spectrum™ Chemical Titanium Dioxide, FCC is used as a food coloring and has an E-number, E171. * * # Titanium Dioxide, FCC, 99-100.5%, Spectrum™ Chemical Image: SDP [Input] Catalog No. 18607419 Shop All Spectrum Chemical Mfg. Corp. Products Change view Click to view available options Quantity: 500 g 2.5 kg 12 kg 45 kg Product selection table with 4 available options. Use arrow keys to navigate and Enter or Space to select. Catalog No. | Quantity | Packaging --- | --- | --- 18-607-419 | 45 kg | Fiber Drum 18-607-416 | 500 g | Poly Bottle 18-607-417 | 2.5 kg | Poly Pail 18-607-"
buy titanium dioxide bulk,GLOBAL,EN,2026-08-29,9,"Titanium (IV) Oxide - ProChem, Inc.",https://prochemonline.com/product/titaniumivoxide-3709/,prochemonline.com,SERP-REV-BUY-BULK-20260829,"Titanium (IV) Oxide - ProChem, Inc. (https://prochemonline.com/product/titaniumivoxide-3709/) citeturn20search7 [wordlim: 200] Crawled: last month; Titanium dioxide, titania ... * We can offer items in bulk or custom. # Titanium (IV) Oxide ## Properties Product # 3709 Name Titanium (IV) Oxide Synonyms Titanium dioxide, titania Formula TiO2 Purity 99.999% CAS Number 1317-80-2 Molecular Weight 79.87 Color & Form White powder Boiling Point 2972° C Melting Point 1843° C Specific Gravity 4.26 Solubility in water Insoluble Download SDS (PDF) [Input] Titanium (IV) Oxide – 50 g $350.00 [Input] Titanium (IV) Oxide – 250 g $1,150.00 [Button: Add to cart]Request a Quote [Input] [Input] [Input] Click or Call 800-795-8788 * We can offer items in bulk or custom. For other quantities or purities, please request a quotation. * All prices are subject to cha"
buy titanium dioxide bulk,GLOBAL,EN,2026-08-29,10,"Titanium Dioxide, USP, 99-100.5%, Spectrum Chemical 45 kg | Buy Online | Spectrum Chemical Manufacturing Corporation | Fisher Scientific",https://www.fishersci.com/shop/products/titanium-dioxide-usp-99-100-5-spectrum-chemical/18607427,fishersci.com,SERP-REV-BUY-BULK-20260829,"Titanium Dioxide, USP, 99-100.5%, Spectrum Chemical 45 kg | Buy Online | Spectrum Chemical Manufacturing Corporation | Fisher Scientific (https://www.fishersci.com/shop/products/titanium-dioxide-usp-99-100-5-spectrum-chemical/18607427) citeturn20search8 [wordlim: 200] Crawled: 2 months ago; Spectrum™ Chemical Titanium Dioxide, USP is used as a food coloring. * * * # Titanium Dioxide, USP, 99-100.5%, Spectrum™ Chemical Image: SDP [Input] Catalog No. 18607427 Shop All Spectrum Chemical Manufacturing Corporation Products Change view Click to view available options Quantity: 12 kg 45 kg Packaging: Fiber Drum Poly Pail 2 product options available for selection Product selection table with 2 available options. Use arrow keys to navigate and Enter or Space to select. Catalog No. | Quantity | Packaging --- | --- | --- 18-607-427 | 45 kg | Fiber Drum 18-607-426 | 12 kg"
Chemours Ti-Pure titanium dioxide alternative equivalent,GLOBAL,EN,2026-08-29,1,"Chemours Launches Ti-Pure™ TS-6706, A TMP/TME- Free Version of Flagship Universal Grade, Ti-Pure™ R-706 | Chemours",https://www.chemours.com/en/news-media-center/all-news/press-releases/2025/chemours-launches-ti-pure-ts-6706-a-tmp-tme-free-version-of-flagship-universal-grade-ti-pure-r-706,chemours.com,SERP-REV-BRAND-CHEMOURS-20260829,"Chemours Launches Ti-Pure™ TS-6706, A TMP/TME- Free Version of Flagship Universal Grade, Ti-Pure™ R-706 | Chemours (https://www.chemours.com/en/news-media-center/all-news/press-releases/2025/chemours-launches-ti-pure-ts-6706-a-tmp-tme-free-version-of-flagship-universal-grade-ti-pure-r-706) citeturn27search0 [wordlim: 200] Published: 1.5 years ago; Crawled: yesterday; Wilmington, Del., February 19, 2025 – The Chemours Company (Chemours) (NYSE: CC), a global chemistry company with leading market positions in Thermal & Specialized Solutions (TSS), Titanium Technologies (TT), and Advanced Performance Materials (APM), today announces the launch of Ti-Pure™ TS-6706, a TMP- and TME- free version of Ti-Pure™ R-706 – the benchmark, universal titanium dioxide (TiO₂) grade that works reliably for a variety of coatings applications where appearance is critical. ... “The development of Ti-Pure™ TS"
Chemours Ti-Pure titanium dioxide alternative equivalent,GLOBAL,EN,2026-08-29,2,"Titanium Dioxide (TiO₂) — Rutile & Anatase Pigment Grades for Coatings, Plastics, Paper, Inks, and Cosmetics | East Materials",https://www.eastmaterials.com/products/titanium-dioxide/,eastmaterials.com,SERP-REV-BRAND-CHEMOURS-20260829,"Titanium Dioxide (TiO₂) — Rutile & Anatase Pigment Grades for Coatings, Plastics, Paper, Inks, and Cosmetics | East Materials (https://www.eastmaterials.com/products/titanium-dioxide/) citeturn27search1 [wordlim: 200] Published: 3 months ago; Crawled: yesterday; Functionally equivalent to Chemours Ti-Pure, Tronox, Kronos, Venator Tioxide, and Cristal premium rutile and anatase grades. ... Cosmetic-grade rutile (heavy-metal restricted) | Rutile | Chloride | ≥93% | 0.25–0.30 μm | 16–20 g/100g | Foundation, face powder, mineral sunscreen, BB cream | Chemours Ti-Pure cosmetic-grade ... Existing supplier reference | Category equivalent | Substitution The portfolio is organised by chemistry (rutile vs anatase), process (chloride vs sulphate), and target application: * Chloride-process rutile — higher tint strength, whiter undertone, superior weather resistance — for coatings, p"
Chemours Ti-Pure titanium dioxide alternative equivalent,GLOBAL,EN,2026-08-29,3,"Chemours führt Ti-Pure™ TS-6706 ein, eine TMP/TME-freie Version der universellen Flagship-Lösung Ti-Pure™ R-706 | Chemours",https://www.chemours.de/news-media-center/all-news/press-releases/2025/chemours-launches-ti-pure-ts-6706-a-tmp-tme-free-version-of-flagship-universal-grade-ti-pure-r-706,chemours.de,SERP-REV-BRAND-CHEMOURS-20260829,"Chemours führt Ti-Pure™ TS-6706 ein, eine TMP/TME-freie Version der universellen Flagship-Lösung Ti-Pure™ R-706 | Chemours (https://www.chemours.de/news-media-center/all-news/press-releases/2025/chemours-launches-ti-pure-ts-6706-a-tmp-tme-free-version-of-flagship-universal-grade-ti-pure-r-706) citeturn27search2 [wordlim: 200] Published: 1.5 years ago; Crawled: last month; Februar 2025 – The Chemours Company (Chemours) (NYSE: CC), ein globales Chemieunternehmen mit führenden Marktpositionen bei Titanium Technologies (TT), Thermal & Specialized Solutions (TSS) und Advanced Performance Materials (APM), gab heute die Markteinführung von Ti-Pure™ TS-6706 bekannt. ... „Die Entwicklung von Ti-Pure™ TS-6706 ist das jüngste Beispiel dafür, dass unser erstklassiges Forschungs- und Entwicklungsteam auf die Wünsche unserer Kunden eingeht und eine alternative Formulierung entwickelt, ohne dabei di"
Chemours Ti-Pure titanium dioxide alternative equivalent,GLOBAL,EN,2026-08-29,4,Ti-Pure — TS-6200 Titanium Dioxide,https://www.chemours.com/en/-/media/files/tipure/legacy/ti-pure-ts-6200-for-high-performance-exterior-coatings.pdf?rev=f84396929da44ab49cd68aa0b98d0a04,chemours.com,SERP-REV-BRAND-CHEMOURS-20260829,"Ti-Pure — TS-6200 Titanium Dioxide (https://www.chemours.com/en/-/media/files/tipure/legacy/ti-pure-ts-6200-for-high-performance-exterior-coatings.pdf?rev=f84396929da44ab49cd68aa0b98d0a04) citeturn27search12 [wordlim: 200] Published: 5.3 years ago; Crawled: 5.3 years ago; Ti-Pure — TS-6200 Titanium Dioxide ... Ti-Pure™ TS-6200 provides equivalent hiding at lower film thickness as compared to traditional durable and universal pigments. ... Pigments Dispersed 15 min with a tip speed of 5.3 m/s by HSD 2"" Cowles Blade, 5.3 m/s for 15 minutes 69.5% TiO₂ Solids as measured in a polyester coil formulation Illustrates dispersion differences as detected by the Chemours™ Optical Counter --------------------------------------------------------------------------------"
Chemours Ti-Pure titanium dioxide alternative equivalent,GLOBAL,EN,2026-08-29,5,Chemours - New and Improved Ti-Pure™ R-104,https://pages.chemours.com/Ti-Pure-104.html,pages.chemours.com,SERP-REV-BRAND-CHEMOURS-20260829,"Chemours - New and Improved Ti-Pure™ R-104 (https://pages.chemours.com/Ti-Pure-104.html) citeturn27search3 [wordlim: 200] Crawled: last month; The improved Ti-Pure™ R-104 titanium dioxide (TiO2) formulation offers unparalleled opacity, without sacrificing processability, color, or performance. ... Today, we’re continuing to do just that with our improved formulation of the popular benchmark grade for highly loaded masterbatches: Ti-Pure™ R-104 titanium dioxide (TiO2). --------------------------------------------------------------------------------"
