claim_id,page_id,claim_text,claim_class,source_ids,source_date,capture_or_decision_date,scope,verification_status,render_status,article_mapping,owner,notes
APP-COAT-CLM-011,APP-COAT,"Powder-coating method selection and interpretation require their own application and chemistry context.",TECHNICAL_SCOPE,"Approved article statement 026; ASTM D3451-24",2024-09-12,2026-09-06,"Powder coatings only",USER_APPROVED,PUBLIC_ELIGIBLE,KEEP_ADAPT,APP-COAT,"Do not reproduce method procedures or invent values"
APP-COAT-CLM-012,APP-COAT,"TiO2 optical performance is realized through scattering in the prepared coating film.",TECHNICAL_GUIDANCE,"Approved article statements 006-009; source notes 2-3",2000-10-01,2026-09-06,"Source-bounded prepared coating systems",USER_APPROVED,PUBLIC_ELIGIBLE,KEEP_ADAPT,APP-COAT,"No universal particle-size or Grade rule"
APP-COAT-CLM-013,APP-COAT,"Dispersion is the distribution achieved in a particular formulation and process.",TECHNICAL_GUIDANCE,"Approved article statements 010-014; source notes 3-4",2026-05-13,2026-09-06,"Formulation/process-specific",USER_APPROVED,PUBLIC_ELIGIBLE,KEEP_ADAPT,APP-COAT,"No universal formulation rule"
APP-COAT-CLM-014,APP-COAT,"A viscosity result belongs to its measurement conditions and cannot prove dispersion quality by itself.",TECHNICAL_LIMIT,"Approved article statement 012",2026-09-06,2026-09-06,"Declared instrument/geometry/shear history",USER_APPROVED,PUBLIC_ELIGIBLE,KEEP_ADAPT,APP-COAT,"Preserve method comparability"
APP-COAT-CLM-015,APP-COAT,"Pigment surface-treatment and photoactivity information can frame questions but cannot establish formulated-film service life.",TECHNICAL_LIMIT,"Approved article statements 015-018; source notes 5-6",2010-05-14,2026-09-06,"Source-bounded laboratory screening and coating studies",USER_APPROVED,PUBLIC_ELIGIBLE,KEEP_ADAPT,APP-COAT,"No exterior-suitability inference"
APP-COAT-CLM-016,APP-COAT,"Accelerated exposure is not a conversion to years of outdoor service.",TECHNICAL_LIMIT,"Approved article statements 017-018",2026-09-06,2026-09-06,"Declared exposure cycle and endpoints",USER_APPROVED,PUBLIC_ELIGIBLE,KEEP_ADAPT,APP-COAT,"No service-life claim"
APP-COAT-CLM-017,APP-COAT,"Methods and documents support a comparison but do not replace evidence from the buyer's coating system.",TECHNICAL_GUIDANCE,"Approved article statements 019-027",2026-09-06,2026-09-06,"Replacement evaluation",USER_APPROVED,PUBLIC_ELIGIBLE,KEEP_ADAPT,APP-COAT,"Retain decision-endpoint table"
APP-COAT-CLM-018,APP-COAT,"Cost-in-use becomes meaningful only at a comparable accepted technical endpoint and stated accounting boundary.",COMMERCIAL_GUIDANCE,"Approved article statements 028-030",2026-09-06,2026-09-06,"Buyer-owned current cost inputs",USER_APPROVED,PUBLIC_ELIGIBLE,KEEP_ADAPT,APP-COAT,"No universal saving or ROI"
APP-COAT-CLM-019,APP-COAT,"A useful comparison request describes incumbent, formulation, process, film, exposure, targets, methods and acceptance basis.",BUYER_ACTION_INPUT,"Approved article statements 031-037",2026-09-06,2026-09-06,"Technical comparison request",USER_APPROVED,PUBLIC_ELIGIBLE,KEEP_ADAPT,APP-COAT,"Does not approve sample or commercial outcome"
APP-COAT-CLM-020,APP-COAT,"All six approved article source notes retain their claim-scoped roles.",SOURCE_CONTRACT,"Exact approved D22 article",2026-09-06,2026-09-06,"Article derivative",VERIFIED,PUBLIC_ELIGIBLE,KEEP,APP-COAT,"Citation placement changes require content review"
APP-COAT-CLM-021,APP-COAT,"PRODUCT V0.3 contains eight verified public Coatings Grade relationships.",PRODUCT_RELATION,"PRODUCT_GRADE_APPLICATION_PROCESS_MATRIX_V0.3.csv; unified audit",2026-08-30,2026-08-30,"Neutral Grade-to-Coatings mapping",USER_APPROVED,PUBLIC_ELIGIBLE,ADD_PAGE_BRIDGE,PRODUCT_V0.3,"Count is 8"
APP-COAT-CLM-022,APP-COAT,"The neutral Coatings set is M-350, M-510, M-896, M-996, M-2196, M-895, M-52 and M-2377.",PRODUCT_RELATION,"PRODUCT_GRADE_APPLICATION_PROCESS_MATRIX_V0.3.csv",2026-08-30,2026-08-30,"Neutral list only",USER_APPROVED,PUBLIC_ELIGIBLE,ADD_PAGE_BRIDGE,PRODUCT_V0.3,"Preserve source order unless later approved otherwise"
APP-COAT-CLM-023,APP-COAT,"A verified Application relation does not establish ranking, recommendation, formulation-specific suitability, performance or equivalence.",PRODUCT_RELATION_LIMIT,"PRODUCT_GRADE_APPLICATION_PROCESS_UNIFIED_AUDIT_V0.3.md",2026-08-30,2026-08-30,"All eight Coatings relations",USER_APPROVED,PUBLIC_ELIGIBLE,ADD_PAGE_BOUNDARY,PRODUCT_V0.3,"Use neutral Grades to Review"
APP-COAT-CLM-024,APP-COAT,"M-2377 may be neutrally mapped to Coatings.",PRODUCT_RELATION,"PRODUCT_GRADE_APPLICATION_PROCESS_MATRIX_V0.3.csv; current TDS-SR2377.pdf decision",2026-08-30,2026-08-30,"Coatings relation only",USER_APPROVED,PUBLIC_ELIGIBLE,ADD_PAGE_BRIDGE,PRODUCT_V0.3,"Specialty hidden; Rubber evidence-only"
APP-COAT-CLM-025,APP-COAT,"Differentiation, ranking, equivalence, substitution and relative selection rationale between M-996 and M-2196 remain frozen.",COMPARISON_HOLD,"PRODUCT_GRADE_APPLICATION_PROCESS_UNIFIED_AUDIT_V0.3.md",2026-08-30,2026-08-30,"M-996 versus M-2196",VERIFIED,DO_NOT_RENDER,ADD_PAGE_BOUNDARY,PRODUCT_V0.3,"Both may appear as equal neutral Coatings relations"
APP-COAT-CLM-026,APP-COAT,"NO_PUBLIC_MAPPING means no approved positive public relation and must not be expressed as unsuitable or not applicable.",PRODUCT_RELATION_LIMIT,"PRODUCT_GRADE_APPLICATION_PROCESS_UNIFIED_AUDIT_V0.3.md",2026-08-30,2026-08-30,"All no-public rows",USER_APPROVED,INTERNAL_CONTRACT,NA,PRODUCT_V0.3,"Do not create negative claims"
APP-COAT-CLM-027,APP-COAT,"APP-COAT owns generic pigmentary TiO2-for-Coatings application evaluation.",PAGE_OWNERSHIP,"PAGE_REGISTRY_V0.2; 11_page_keyword_master.csv; APPLICATION_PLAYBOOK_V0.1.md",2026-09-06,2026-09-07,"Generic Coatings/paint application intent",VERIFIED,INTERNAL_CONTRACT,NA,APP-COAT,"Exact model, process and country intents excluded"
APP-COAT-CLM-028,APP-COAT,"Exact Grade facts and model-primary SEO belong to Grade pages.",PAGE_BOUNDARY,"PAGE_REGISTRY_V0.2; 11_page_keyword_master.csv",2026-09-06,2026-09-07,"All Grade-specific facts",VERIFIED,INTERNAL_CONTRACT,ROUTE_TO_OWNER,GRADE_PAGES,"APP-COAT may link neutrally"
APP-COAT-CLM-029,APP-COAT,"Printing Inks application intent belongs to APP-INK.",PAGE_BOUNDARY,"PAGE_REGISTRY_V0.2; 11_page_keyword_master.csv",2026-09-06,2026-09-07,"Printing Inks",VERIFIED,INTERNAL_CONTRACT,ROUTE_TO_OWNER,APP-INK,"Do not merge because external pages group coatings and inks"
APP-COAT-CLM-030,APP-COAT,"Document, Sample and RFQ request behavior belongs to their respective Conversion owners.",PAGE_BOUNDARY,"PROJECT_CONTEXT.md; APPLICATION_PLAYBOOK_V0.1.md",2026-09-06,2026-09-07,"Form fields, response states and promises",VERIFIED,INTERNAL_CONTRACT,ROUTE_TO_OWNER,CONVERSION,"APP-COAT supplies context only"
APP-COAT-CLM-031,APP-COAT,"The proposed first in-page action is to review the eight neutral Coatings Grades.",CTA_DIRECTION,"Gate 1 synthesis; APP-PLAS approved reusable direction",2026-09-07,2026-09-07,"Direction only; no final label or position",PROPOSED,INTERNAL_PENDING_DECISION,ADD_PAGE_BRIDGE,APP-COAT,"Requires user confirmation"
APP-COAT-CLM-032,APP-COAT,"The proposed secondary actions are Request Documents, Request a Sample and Request a Quote with editable coating context.",CTA_DIRECTION,"Approved article statements 031-037; Gate 1 synthesis",2026-09-07,2026-09-07,"Direction only; owner routes and later contracts",PROPOSED,INTERNAL_PENDING_DECISION,ADD_PAGE_BRIDGE,APP-COAT,"Requires user confirmation; no outcome promise"
APP-COAT-CLM-033,APP-COAT,"This Gate 1 does not create separate powder, architectural, automotive, waterborne or other Coatings pages.",ARCHITECTURE_BOUNDARY,"PAGE_REGISTRY_V0.2; APPLICATION_ARTICLE_TOPIC_BACKLOG_V0.1.csv",2026-09-06,2026-09-07,"Current APP-COAT Gate 1",VERIFIED,INTERNAL_CONTRACT,NA,Architecture,"Backlog candidates are not approved pages"
APP-COAT-CLM-034,APP-COAT,"Malaysia-origin titanium dioxide is approved for site-wide public use but does not imply a shipment, customs, duty or transaction outcome.",USER_APPROVED_SITE_FACT,"MALAYSIA_ORIGIN_SITE_WIDE_PUBLICATION_AUTHORITY_V1.0.md; EVIDENCE_GAP_USER_DECISION_REGISTER_V1.8.md EG-001",2026-09-05,2026-09-05,"Same-scope visible copy and machine-readable expression",USER_APPROVED,PUBLIC_ELIGIBLE,OPTIONAL_PAGE_CONTEXT,Site-wide,"Not required as the APP-COAT technical lead"
APP-COAT-CLM-035,APP-COAT,"The article does not establish current document approval, sample availability, price, inventory, lead time or delivery.",TRANSACTION_LIMIT,"APP-COAT_REVISED_ARTICLE_PROJECT_CONTROL_REVIEW_V0.1.md; approved article statement 037",2026-09-06,2026-09-06,"Transaction-specific conditions",VERIFIED,DO_NOT_INFER,ADD_PAGE_BOUNDARY,Conversion,"Verify through owner contracts and runtime later"
