path,category,match_lines,gate67_lines,bytes,sha256
90_archive/skills/2026-09-07/gate3-method-validation/review-c/report.md,历史归档/快照：原样保留,5,0,9257,dfc266b2c3fe23520ad49cf40430e07ab2adc913d542d539677a8ebe8586223f
90_archive/skills/2026-09-07/gate3-method-validation/review-d/evidence/recheck.cjs,历史归档/快照：原样保留,1,0,6819,1d23047670c76ce9d08fc4acb725d3057c82345f30d08441b2cd2fb86fdc1830
90_archive/skills/2026-09-07/gate3-method-validation/review-d/report.md,历史归档/快照：原样保留,6,0,6431,e0f6ff091e4d82240a796a847da7cb2547b6af7876a823223de3cd0f5bceff88
90_archive/skills/2026-09-07/gate3-method-validation/review-design/evidence/identities.json,历史归档/快照：原样保留,10,0,2520,3eaa1b9376b22eaa9bdd5e22e17be01b00e7a5421914a5413939c9efa15c42a5
90_archive/skills/2026-09-07/gate3-method-validation/review-design/focus-check.cjs,历史归档/快照：原样保留,1,0,856,e36d5aa8daa77cd2cb65f574dbe0e341c609a95b944c28fe3a64bbb7d1b6e6a3
90_archive/skills/2026-09-07/gate3-method-validation/review-design/report.md,历史归档/快照：原样保留,3,0,6815,8ce7199206b280068931accb4cccee4f179ea200f702affe76d2ff3f2a9c424b
90_archive/skills/2026-09-07/gate4-method-validation/ARCHIVE_MAP.json,历史归档/快照：原样保留,2,0,58379,950c5e1b884eb58af88f3690a9742677908770e25fd7c2ca1e7f9045de05fcce
90_archive/skills/2026-09-07/gate4-method-validation/README.md,历史归档/快照：原样保留,4,0,3057,fa02d7875b03a4c53f29727fb33e7ce8e63f5198561601672d8fcedd17299ffc
90_archive/skills/2026-09-07/gate4-method-validation/archive-exercise.py,历史归档/快照：原样保留,2,0,2037,0c3107944bbaad069b98e9bea21716e6ebc2916c393cbce0642270aa2e16a8d3
90_archive/skills/2026-09-07/gate4-method-validation/controller-plan.md,历史归档/快照：原样保留,1,0,2948,4910652061df06a9626a3cbbfa2e3ad1c6fcae905d23534984f4cb70230e6fbd
90_archive/skills/2026-09-07/gate4-method-validation/design-v1/asset-inventory.json,历史归档/快照：原样保留,3,0,29769,62cba4b77c52b0f3fa0cdeee0f7f69cfe6d862937be78e258300bd961552d894
90_archive/skills/2026-09-07/gate4-method-validation/design-v1/inventory.cjs,历史归档/快照：原样保留,1,0,3180,20841fb6367688631bc439affd11fd9c2790458664d95a415b28fc98946d54d8
90_archive/skills/2026-09-07/gate4-method-validation/design-v1/report.md,历史归档/快照：原样保留,4,0,12682,992885e01f6f410a0b6679de82e9ccf62d2d51bd6331796deae5451f68030fb7
90_archive/skills/2026-09-07/gate4-method-validation/input.md,历史归档/快照：原样保留,2,0,8570,9d6b7c235785ec3bd299694121b9779d5f93829db1f9263241308215f738f3dd
90_archive/skills/2026-09-07/gate4-method-validation/review-a/initial-review.md,历史归档/快照：原样保留,3,0,8191,6f01d924417321e29a136a8accbf97f7ad5b928e11f03eaf424ba262e9d55b34
90_archive/skills/2026-09-07/gate4-method-validation/review-a/pixel-check.cjs,历史归档/快照：原样保留,1,0,1088,6945f654d1709d1639f6b4d1c4311075ec9f14a58ea40b33df7a0a0ed3c1a4f8
90_archive/skills/2026-09-07/gate4-method-validation/review-a/verify.cjs,历史归档/快照：原样保留,1,0,6244,2bddf237df789a7ca76052eddccc52c1450e2b1a54b40e66ce03834755615d90
90_archive/skills/2026-09-07/gate4-method-validation/review-b/compare.cjs,历史归档/快照：原样保留,1,0,3066,6a8d2d967770aa5c9da75d42bf1d24f3759b7b38a0e6b2df2def5182f56ab163
90_archive/skills/2026-09-07/gate4-method-validation/review-b/initial-discovery-report.md,历史归档/快照：原样保留,4,0,12157,ffffd0dd46c351036e41348f3a193652e85bc08389cb6109ee64a5069b56c3d7
90_archive/skills/2026-09-07/gate4-method-validation/review-b/inspect.cjs,历史归档/快照：原样保留,1,0,1529,6bb678be3691b9ddb07cf93ec0433eb5762e51add13478c458c737bd32b727c4
90_archive/skills/2026-09-07/gate4-method-validation/review-b/inventory.json,历史归档/快照：原样保留,19,0,4749,3e8c333f527a37110e5f3ca74afe788ce0f313706228a07ada2c9f47b978d074
90_archive/skills/2026-09-07/gate4-method-validation/review-b/rereview-c/acceptance.cjs,历史归档/快照：原样保留,1,0,3595,d6e0385e4ea3e884dc161b93fe468b46cdb88ef28b69c76b9751436863b80414
90_archive/skills/2026-09-07/gate4-method-validation/review-b/rereview-c/compare.cjs,历史归档/快照：原样保留,1,0,3077,d4873b4ea1319cdfc919a220112148601a0e990d343c18b3efa5d3cb19d2dca2
90_archive/skills/2026-09-07/gate4-method-validation/review-b/rereview-c/inspect.cjs,历史归档/快照：原样保留,1,0,1540,9a1c9716613242133bdaf6ad429ef586fd0345930470cd9a9dab42a50a4671dc
90_archive/skills/2026-09-07/gate4-method-validation/review-b/rereview-c/inventory.json,历史归档/快照：原样保留,22,0,5549,ef06cd46e3978f71cc8006ec68d32d686cd7fdf4b386d695d68fe010d7827297
90_archive/skills/2026-09-07/gate4-method-validation/review-b/rereview-c/rereview-report.md,历史归档/快照：原样保留,5,0,8042,6f323825925756e8e7c8a5c2bd7abee283d0b710968ea444f7b4e56e02ce4df6
90_archive/skills/2026-09-07/gate4-method-validation/review-b/rereview-c/runtime.cjs,历史归档/快照：原样保留,1,0,6729,b073b79fd8ce2313035558e2becf64381e767e58c56a0aded7081016e87432c3
90_archive/skills/2026-09-07/gate4-method-validation/review-b/runtime.cjs,历史归档/快照：原样保留,1,0,6718,c93b4b18e3c161e976bc025a4d6bbf7e61517accc8a86a5c8e7d20cae2e5db3f
90_archive/skills/2026-09-07/gate4-method-validation/review-contract.md,历史归档/快照：原样保留,4,0,2328,b5675f9e47b812ade28f9317fc99993fd551bcdb29e24fea061f26302b8ecf80
90_archive/skills/2026-09-07/gate4-method-validation/source-snapshots/agent-v1.md,历史归档/快照：原样保留,14,0,12126,3178d7e6e1b2b705a6c785e3ab66375dd7780292ae14be0cbc7fe8205fec94a2
90_archive/skills/2026-09-07/gate4-method-validation/source-snapshots/cta-addendum.md,历史归档/快照：原样保留,2,1,1960,1f6cb1f9913bd78aed3cab30af56ce1eeabb0c46cb354f09f05e2d00a3897e9a
99_workspace/APP-000_gate5_superseded_v0.1/SUPERSEDED_NOT_FOR_CURRENT_REVIEW.md,工作区/运行证据：原样保留,3,0,680,948828e774a1acda77743346552ad33b2c19c49b42bca77a033414bcc03544d4
99_workspace/APP-000_gate5_superseded_v0.2/README_SUPERSEDED.md,工作区/运行证据：原样保留,3,0,554,90749da34b4816d006e42a40bf87395999e2083e41dcad16f6912473d0ebdafb
99_workspace/APP-000_gate5_visual_builder/build_app000_visuals.mjs,工作区/运行证据：原样保留,1,0,17518,e09d100216a7b90906a0f9b83eebf68ac1ccdca803799f0f9a70cb597c169488
99_workspace/APP-000_gate5_visual_builder/build_app000_visuals_v02.mjs,工作区/运行证据：原样保留,2,0,23059,e8b937580e39a4adc6d595456db77e1ae7735a5319d69734d53eef20b22d1847
99_workspace/APP-000_gate5_visual_builder/build_app000_visuals_v03.mjs,工作区/运行证据：原样保留,2,1,26427,5c689b8f23b436905056e1a305c9265865bc3451903a3475397ced96db20831e
99_workspace/APP-000_gate5_visual_builder/build_app000_visuals_v04.mjs,工作区/运行证据：原样保留,1,1,31142,be024cc2e71fe91338d0ab0be97c8f08fcac7c5c599f4e55036e3d668ca4a8aa
99_workspace/APP-000_gate5_visual_builder/build_app000_visuals_v05.mjs,工作区/运行证据：原样保留,1,1,30900,813e6bc46f45bcb17e2eb0adbc78260a85db4ee14490d7a70bade1c487903075
99_workspace/CONV-DOC/csv-types-v01/audit-update-conv-doc-types.mjs,工作区/运行证据：原样保留,1,0,3053,81318ed3a72fa42076eb6044c5f4aefe6b5adabe49fa494e6bbc4b3a0a40076a
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.env.example,工作区/运行证据：原样保留,1,0,1167,c18eb18dc0adc33e9f3e8b52c772ede6ef3451e16d316313e68fa343d00f88df
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/cache/.tsbuildinfo,工作区/运行证据：原样保留,1,0,388900,89cd00ef0538cf43371f1ae4e70dda842abc6204b6021d7f9bf7c79eb276384e
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/required-server-files.js,工作区/运行证据：原样保留,4,0,10392,5b9a9faa4567ab587282884044f396544cecbde924294b9b5022a7551f75ed57
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/required-server-files.json,工作区/运行证据：原样保留,4,0,10363,2689bb1916be26a7bbc4e9e20692551f2b29e62922ff340874ac497e2174e6af
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/server/chunks/[root-of-the-server]__0ggv-u_._.js.map,工作区/运行证据：原样保留,1,0,683485,235a2b76b48c89fa2bc17b677361a5c9084a404b6b112834542345a85b6d613d
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/server/chunks/[root-of-the-server]__0ruji8n._.js.map,工作区/运行证据：原样保留,1,0,683485,235a2b76b48c89fa2bc17b677361a5c9084a404b6b112834542345a85b6d613d
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/server/chunks/[root-of-the-server]__0wq_kv-._.js.map,工作区/运行证据：原样保留,1,0,683485,235a2b76b48c89fa2bc17b677361a5c9084a404b6b112834542345a85b6d613d
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/server/chunks/_0jof7vi._.js.map,工作区/运行证据：原样保留,1,0,1652460,1ff2507bc536c0302bd90f004eab98f0772b7ea3650e9b423ef749d29c5fa074
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/server/chunks/ssr/[root-of-the-server]__1fvvv7t._.js.map,工作区/运行证据：原样保留,1,0,1411662,05c6df0b6f9b7ed5cd4173e3aaa1b4f03f2916fb704ce7b3cb8de100451c7b39
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/server/chunks/ssr/_0lf_d64._.js.map,工作区/运行证据：原样保留,1,0,1003918,f1e945f04bf2eeea14482cab3085792f3b71530526da9e58aec0555a0b4682cd
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/server/chunks/ssr/_20nrfu-._.js.map,工作区/运行证据：原样保留,1,0,1003918,f1e945f04bf2eeea14482cab3085792f3b71530526da9e58aec0555a0b4682cd
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/server/chunks/ssr/node_modules_next_dist_1c5ky4f._.js.map,工作区/运行证据：原样保留,1,0,991429,d77573c08cc4e83780d3b5b83815dd775a482a339606b39fe2b8f256c0759ccf
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.superpowers/sdd/2026-08-27-site-a-application-resource-runtime/task-5-report.md,工作区/运行证据：原样保留,2,0,12135,8be9368bb032b3cd91a4113c6316807c1c396253966002b53e22d67a75eb4f32
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.superpowers/sdd/2026-08-27-site-a-application-resource-runtime/task-6-report.md,工作区/运行证据：原样保留,4,0,17939,64b6a62faa5bc7d4b0fd73815944035d9336ec653b8d18e3f4ce342a65f4d3d8
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.superpowers/sdd/2026-08-27-site-a-application-resource-runtime/task-7-report.md,工作区/运行证据：原样保留,5,0,14070,26e5d9288fda9b0c6131bdabeffd0c0719f28781d027df163ca4950ff9440123
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.superpowers/sdd/2026-08-27-site-a-application-resource-runtime/task-8-report.md,工作区/运行证据：原样保留,2,0,17233,3cb6a5bf10bf7298c6d36b26335f0f021fc255b8bf148eb81e308e8a382793eb
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.superpowers/sdd/2026-08-27-site-a-application-resource-runtime/task-9-report.md,工作区/运行证据：原样保留,5,0,21298,3a1dff97966aeb8d5d684f8d07d97d0acc30f74987cd41ed3d6e5d87427f93eb
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/README.md,工作区/运行证据：原样保留,6,0,13932,b2fa234b9bdafeaced97ced292fe8e9a03a8f60ab7f32c86d65a0fc6f05d7a36
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/components/sites/tio2-my/about/malaysia-about-page.module.css,工作区/运行证据：原样保留,2,1,31986,effe6fe92672f77cc40105737fb82fc8209344d24629ec8caf2bf7ea182f0ffe
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/prototypes/site-a-resources/render-visual-prototype.mjs,工作区/运行证据：原样保留,1,0,35907,8128d87f469bd1ba2a4f7bf1b9d1897922bd2e01f368c9fcc69c25dfe27d9b04
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/archive/2026-08-23-homepage-v0.1-e7e0/final-rfq-nojs-fix-report.md,工作区/运行证据：原样保留,1,0,5040,efbef5c758f7c18a1ae464ff406549cd7ce23936d8b2273f75f9292eb9368eac
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/archive/2026-08-23-homepage-v0.1-e7e0/final-wp-dto-contract-fix-report.md,工作区/运行证据：原样保留,7,0,11760,6abd719e2d12e96f7f842016345ffd787afa1efa5c846b2a825ea68722b78e1f
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/archive/2026-08-28-b87c-runtime-evidence/application-resource-runtime/task-5-report.md,工作区/运行证据：原样保留,2,0,12135,8be9368bb032b3cd91a4113c6316807c1c396253966002b53e22d67a75eb4f32
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/archive/2026-08-28-b87c-runtime-evidence/application-resource-runtime/task-6-report.md,工作区/运行证据：原样保留,4,0,17939,64b6a62faa5bc7d4b0fd73815944035d9336ec653b8d18e3f4ce342a65f4d3d8
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/archive/2026-08-28-b87c-runtime-evidence/application-resource-runtime/task-7-report.md,工作区/运行证据：原样保留,5,0,14070,26e5d9288fda9b0c6131bdabeffd0c0719f28781d027df163ca4950ff9440123
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/archive/2026-08-28-b87c-runtime-evidence/application-resource-runtime/task-8-report.md,工作区/运行证据：原样保留,2,0,17233,3cb6a5bf10bf7298c6d36b26335f0f021fc255b8bf148eb81e308e8a382793eb
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/archive/2026-08-28-b87c-runtime-evidence/application-resource-runtime/task-9-report.md,工作区/运行证据：原样保留,5,0,21298,3a1dff97966aeb8d5d684f8d07d97d0acc30f74987cd41ed3d6e5d87427f93eb
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-23-tio2-homepage-v0.1-implementation.md,工作区/运行证据：原样保留,5,0,49813,b661b6529eeed0b6838112044070f1e0e596baf8e320bdcb54400e44cd91ec81
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-23-tio2-local-wordpress-nextjs-integration.md,工作区/运行证据：原样保留,7,0,36184,150a8651e9e6f0b024b4bf516536846fb9508ff3d5abd7130f742baacafa8f76
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-24-site-template-decoupling-v0.1-implementation.md,工作区/运行证据：原样保留,11,0,56954,6856306a0d95fdbba6c2b509ef6491713da79043d916b67b1e322586cbda2d22
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-25-superpowers-only-workflow.md,工作区/运行证据：原样保留,1,0,6053,da254ca8504421359e8a43500660fc72413cd34a05303b285ba4586630ea70ad
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-26-site-a-25-product-content-preparation.md,工作区/运行证据：原样保留,7,0,20076,3e2f31695c3d4796b5369632b8a74758f2496676229586c962c60d6bfab4cf1d
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-26-site-a-editorial-geo-b-mode-implementation.md,工作区/运行证据：原样保留,4,0,59702,1cda045f588c32a8a8d4ff3273094da8d8229dc28644e80417447ea3045a8f66
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-27-site-a-application-resource-content-integration.md,工作区/运行证据：原样保留,1,0,26621,3ac2d067ef6acfac543fab7f928bbd4b8f39f42b36a61f00308a1a72f2adb716
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-27-site-a-application-resource-runtime.md,工作区/运行证据：原样保留,1,0,28259,e309e5c37f648afa4c80571549fb9c37a4da64af4c4471c5e83fe2e3c7eb3556
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-29-site-a-applications-template-system.md,工作区/运行证据：原样保留,1,0,42563,ca6241f8866e2155ce9f3d39bd592d857d34feeb3d4b0e68b2541fd09165b85d
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-30-site-a-technical-resources-page-system.md,工作区/运行证据：原样保留,13,0,66772,17aae0f704ba6ad9325bc68a46afef27d032fa77fa5cd34b8925848f8c2ff152
