path,original_category,action,governing_rule
.superdesign/tmp/res-proc-gate5-full-visual-v0.1.html,其他资料/研究/设计历史：按对象与日期继承,PRESERVE_SPECIFIC_CONTENT_APPLY_GLOBAL_WORKFLOW_COMPATIBILITY,GATE_WORKFLOW_V2.0 §6–6.1
.superdesign/tmp/res-proc-gate5-superdesign-refetch-v0.1.html,其他资料/研究/设计历史：按对象与日期继承,PRESERVE_SPECIFIC_CONTENT_APPLY_GLOBAL_WORKFLOW_COMPATIBILITY,GATE_WORKFLOW_V2.0 §6–6.1
00_PROJECT_STATUS.md,全局治理/导航/控制记录：识别现行权威,UPDATED_DYNAMIC_ENTRY_WITH_BACKUP,GATE_WORKFLOW_V2.0 §6–6.1
01_PROJECT_INDEX.md,全局治理/导航/控制记录：识别现行权威,UPDATED_DYNAMIC_ENTRY_WITH_BACKUP,GATE_WORKFLOW_V2.0 §6–6.1
02_DIRECTORY_GUIDE.md,全局治理/导航/控制记录：识别现行权威,UPDATED_DYNAMIC_ENTRY_WITH_BACKUP,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/governance/00_PROJECT_STATUS_V0.1.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/governance/00_PROJECT_STATUS_V0.2.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/pages/home/planning/04_homepage_full_visual_design_v0.1.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/pages/home/planning/04_homepage_full_visual_design_v0.2.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/pages/home/planning/05_homepage_full_visual_self_check_v0.2.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/project-governance/2026-09-06-entry-restructure/00_PROJECT_STATUS.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/project-governance/2026-09-06-entry-restructure/00_PROJECT_STATUS_V0.158_CONCURRENT_SNAPSHOT.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/project-governance/2026-09-06-entry-restructure/01_PROJECT_INDEX.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/project-governance/2026-09-06-entry-restructure/02_DIRECTORY_GUIDE.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/project-governance/2026-09-06-entry-restructure/AGENTS.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/project-governance/PAGE_BRIEF_TEMPLATE_V0.1.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-06/page-gate1-execution/SKILL.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-06/page-gate1-execution/agents/openai.yaml,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-06/page-gate1-execution/references/acceptance-cases.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-06/page-gate1-execution/references/deliverables.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-06/page-gate1-execution/references/tio2-malaysia.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/ARCHIVE_MAP.json,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/README.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/controller-evidence/handoff-check.json,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/design-v1/design-report.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/design-v1/render-evidence-attempt-1.json,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/design-v1/render-evidence.json,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/design-v1/report.cjs,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/design-v1/supplement-evidence-attempt-1.json,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/method-snapshots/layout-interaction-verification-v1.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/method-snapshots/layout-interaction-verification-v2.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/method-snapshots/responsive-wireframe-design-v1.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/review-a/evidence/audit.cjs,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/review-a/evidence/audit.json,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/review-a/evidence/menu-proof.cjs,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/review-a/evidence/supplement.cjs,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/review-a/report.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/review-b/evidence/asset-identity.json,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/review-b/report.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/review-c/evidence/recheck.cjs,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/review-c/report.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/review-d/evidence/recheck.cjs,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/review-d/report.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/review-design/evidence/identities.json,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/review-design/focus-check.cjs,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate3-method-validation/review-design/report.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/ARCHIVE_MAP.json,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/README.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/archive-exercise.py,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/controller-plan.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/design-v1/asset-inventory.json,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/design-v1/inventory.cjs,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/design-v1/report.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/input.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/review-a/initial-review.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/review-a/pixel-check.cjs,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/review-a/verify.cjs,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/review-b/compare.cjs,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/review-b/initial-discovery-report.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/review-b/inspect.cjs,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/review-b/inventory.json,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/review-b/rereview-c/acceptance.cjs,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/review-b/rereview-c/compare.cjs,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/review-b/rereview-c/inspect.cjs,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/review-b/rereview-c/inventory.json,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/review-b/rereview-c/rereview-report.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/review-b/rereview-c/runtime.cjs,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/review-b/runtime.cjs,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/review-contract.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/source-snapshots/agent-v1.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
90_archive/skills/2026-09-07/gate4-method-validation/source-snapshots/cta-addendum.md,历史归档/快照：原样保留,PRESERVE_HISTORY,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/APP-000_gate5_superseded_v0.1/SUPERSEDED_NOT_FOR_CURRENT_REVIEW.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/APP-000_gate5_superseded_v0.2/README_SUPERSEDED.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/APP-000_gate5_visual_builder/build_app000_visuals.mjs,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/APP-000_gate5_visual_builder/build_app000_visuals_v02.mjs,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/APP-000_gate5_visual_builder/build_app000_visuals_v03.mjs,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/APP-000_gate5_visual_builder/build_app000_visuals_v04.mjs,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/APP-000_gate5_visual_builder/build_app000_visuals_v05.mjs,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/csv-types-v01/audit-update-conv-doc-types.mjs,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.env.example,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/cache/.tsbuildinfo,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/required-server-files.js,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/required-server-files.json,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/server/chunks/[root-of-the-server]__0ggv-u_._.js.map,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/server/chunks/[root-of-the-server]__0ruji8n._.js.map,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/server/chunks/[root-of-the-server]__0wq_kv-._.js.map,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/server/chunks/_0jof7vi._.js.map,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/server/chunks/ssr/[root-of-the-server]__1fvvv7t._.js.map,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/server/chunks/ssr/_0lf_d64._.js.map,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/server/chunks/ssr/_20nrfu-._.js.map,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.next-tio2-my/server/chunks/ssr/node_modules_next_dist_1c5ky4f._.js.map,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.superpowers/sdd/2026-08-27-site-a-application-resource-runtime/task-5-report.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.superpowers/sdd/2026-08-27-site-a-application-resource-runtime/task-6-report.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.superpowers/sdd/2026-08-27-site-a-application-resource-runtime/task-7-report.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.superpowers/sdd/2026-08-27-site-a-application-resource-runtime/task-8-report.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/.superpowers/sdd/2026-08-27-site-a-application-resource-runtime/task-9-report.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/README.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/components/sites/tio2-my/about/malaysia-about-page.module.css,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/prototypes/site-a-resources/render-visual-prototype.mjs,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/archive/2026-08-23-homepage-v0.1-e7e0/final-rfq-nojs-fix-report.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/archive/2026-08-23-homepage-v0.1-e7e0/final-wp-dto-contract-fix-report.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/archive/2026-08-28-b87c-runtime-evidence/application-resource-runtime/task-5-report.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/archive/2026-08-28-b87c-runtime-evidence/application-resource-runtime/task-6-report.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/archive/2026-08-28-b87c-runtime-evidence/application-resource-runtime/task-7-report.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/archive/2026-08-28-b87c-runtime-evidence/application-resource-runtime/task-8-report.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/archive/2026-08-28-b87c-runtime-evidence/application-resource-runtime/task-9-report.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-23-tio2-homepage-v0.1-implementation.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-23-tio2-local-wordpress-nextjs-integration.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-24-site-template-decoupling-v0.1-implementation.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-25-superpowers-only-workflow.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-26-site-a-25-product-content-preparation.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-26-site-a-editorial-geo-b-mode-implementation.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-27-site-a-application-resource-content-integration.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-27-site-a-application-resource-runtime.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-29-site-a-applications-template-system.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
99_workspace/CONV-DOC/gate9-bc695d2-clean-20260904-0730/docs/superpowers/plans/2026-08-30-site-a-technical-resources-page-system.md,工作区/运行证据：原样保留,PRESERVE_DIAGNOSTIC_OR_EXTERNAL_SNAPSHOT,GATE_WORKFLOW_V2.0 §6–6.1
