source_id,source_type,source_name,source_url,market,language,database,device,captured_at,data_date_shown_by_source,capture_method,raw_directory,files,completeness_status,limitations,sha256_verified,eligible_for_analysis,notes
SERP-GLOBAL-TIO2-FOR-MASTERBATCH-20260829,serp,Web search raw response,Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T03:52:05.130Z,2026-08-29,complete raw response returned by web search,D:/23MySec/keyword-research/raw/serp/2026-08-29/GLOBAL/EN/titanium_dioxide_for_masterbatch,raw_search.txt,COMPLETE,"Provider result order is preserved, but exact Google data-center location and personalization are unavailable. | Use as SERP-intent evidence; do not treat result counts as search volume.",YES,YES,Query: titanium dioxide for masterbatch supplier
SERP-GLOBAL-TIO2-MASTERBATCH-20260829,serp,Web search raw response,Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T03:52:05.132Z,2026-08-29,complete raw response returned by web search,D:/23MySec/keyword-research/raw/serp/2026-08-29/GLOBAL/EN/titanium_dioxide_masterbatch,raw_search.txt,COMPLETE,"Provider result order is preserved, but exact Google data-center location and personalization are unavailable. | Use as SERP-intent evidence; do not treat result counts as search volume.",YES,YES,Query: titanium dioxide masterbatch
OFFICIAL-EU-EURLEX-2025-4,official,EU-EURLEX-2025-4,https://eur-lex.europa.eu/eli/reg_impl/2025/4/oj,EU,EN,official government source,N/A,2026-08-29T03:55:09.201Z,2025-01-09,complete HTTP response download,D:/23MySec/keyword-research/raw/official/2026-08-29/EU/EU-EURLEX-2025-4,source.html,COMPLETE,,YES,YES,Definitive EU anti-dumping measure in force for covered TiO2 originating in China; scope and rates must be read from the regulation.
OFFICIAL-EU-EC-TRADE-TIO2-2025,official,EU-EC-TRADE-TIO2-2025,https://policy.trade.ec.europa.eu/news/eu-acts-counter-dumping-titanium-dioxide-china-2025-01-09_en,EU,EN,official government source,N/A,2026-08-29T03:55:09.204Z,2025-01-09,complete HTTP response download,D:/23MySec/keyword-research/raw/official/2026-08-29/EU/EU-EC-TRADE-TIO2-2025,source.html,COMPLETE,,YES,YES,Official European Commission summary of definitive measure.
OFFICIAL-EU-ECHA-TIO2-INFOCARD,official,EU-ECHA-TIO2-INFOCARD,https://echa.europa.eu/substance-information/-/substanceinfo/100.171.063,EU,EN,official government source,N/A,2026-08-29T03:55:09.205Z,Unavailable,complete HTTP response download,D:/23MySec/keyword-research/raw/official/2026-08-29/EU/EU-ECHA-TIO2-INFOCARD,source.html,PARTIAL,Downloaded page did not contain the substantive ECHA infocard content. | Do not use for a regulatory conclusion; reacquire or verify manually.,YES,NO,Capture returned only an access shell; substantive REACH details require verification.
OFFICIAL-UK-TRA-TIO2-INVESTIGATION-2026,official,UK-TRA-TIO2-INVESTIGATION-2026,https://www.gov.uk/government/news/tra-opens-investigation-into-chinese-imports-of-titanium-dioxide,UK,EN,official government source,N/A,2026-08-29T03:55:09.206Z,2026-03-03,complete HTTP response download,D:/23MySec/keyword-research/raw/official/2026-08-29/UK/UK-TRA-TIO2-INVESTIGATION-2026,source.html,COMPLETE,,YES,YES,Anti-dumping investigation opened; not a definitive duty notice.
OFFICIAL-UK-TRN-2026-14,official,UK-TRN-2026-14,https://www.gov.uk/government/publications/trade-remedies-notice-registration-of-imports-of-rutile-titanium-dioxide-originating-from-china/trade-remedies-notice-202614-registration-of-imports-of-rutile-titanium-dioxide-originating-from-china,UK,EN,official government source,N/A,2026-08-29T03:55:09.207Z,2026-03-26,complete HTTP response download,D:/23MySec/keyword-research/raw/official/2026-08-29/UK/UK-TRN-2026-14,source.html,COMPLETE,,YES,YES,Registration of covered rutile TiO2 imports from China effective 2026-03-27; registration is not a definitive duty.
OFFICIAL-INDIA-DGTR-TIO2-CASE,official,INDIA-DGTR-TIO2-CASE,https://www.dgtr.gov.in/en/anti-dumping-cases/anti-dumping-investigation-concerning-imports-titanium-dioxide-originating-or,INDIA,EN,official government source,N/A,2026-08-29T03:55:09.208Z,2026-08-03,complete HTTP response download,D:/23MySec/keyword-research/raw/official/2026-08-29/INDIA/INDIA-DGTR-TIO2-CASE,source.html,COMPLETE,,YES,YES,DGTR final findings published after remand; Ministry of Finance duty implementation not verified and remains VERIFY_REQUIRED.
OFFICIAL-BRAZIL-MDIC-TIO2-MEASURE,official,BRAZIL-MDIC-TIO2-MEASURE,https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/defesa-comercial-e-interesse-publico/medidas-em-vigor/medidas-em-vigor/pigmentos-dioxido-titanio-md,BRAZIL,PT-BR,official government source,N/A,2026-08-29T03:55:09.209Z,2025-10-24,complete HTTP response download,D:/23MySec/keyword-research/raw/official/2026-08-29/BRAZIL/BRAZIL-MDIC-TIO2-MEASURE,source.html,COMPLETE,,YES,YES,Official page lists definitive anti-dumping measure in force for covered rutile TiO2 pigments originating in China.
OFFICIAL-BRAZIL-MDIC-TIO2-PUBLIC-INTEREST,official,BRAZIL-MDIC-TIO2-PUBLIC-INTEREST,https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/defesa-comercial-e-interesse-publico/investigacoes/avaliacoes-de-interesse-publico/dioxido-de-titanio-ip,BRAZIL,PT-BR,official government source,N/A,2026-08-29T03:55:09.210Z,2026-03-27,complete HTTP response download,D:/23MySec/keyword-research/raw/official/2026-08-29/BRAZIL/BRAZIL-MDIC-TIO2-PUBLIC-INTEREST,source.html,COMPLETE,,YES,YES,Public-interest evaluation ongoing as of capture date.
OFFICIAL-BRAZIL-MDIC-TIO2-CLOSED-INVESTIGATION,official,BRAZIL-MDIC-TIO2-CLOSED-INVESTIGATION,https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/defesa-comercial-e-interesse-publico/investigacoes/investigacoes-de-defesa-comercial/pigmentos-de-dioxido-de-titanio,BRAZIL,PT-BR,official government source,N/A,2026-08-29T03:55:09.211Z,2025-10-24,complete HTTP response download,D:/23MySec/keyword-research/raw/official/2026-08-29/BRAZIL/BRAZIL-MDIC-TIO2-CLOSED-INVESTIGATION,source.html,COMPLETE,,YES,YES,Official investigation page records conclusion and definitive measure publication.
SEMRUSH-UK-MARKET-20260829-002,SEMRUSH_UI_RAW,SEMRUSH-UK-MARKET-20260829-002,https://zh.semrush.com/analytics/keywordoverview/bulk/?q=titanium+dioxide+supplier+uk&db=uk&bulk=C4S2EMDsQVwWwAQBMQHsAeIkFMEGcYAHQgGxGwCcEYBrAH1FQCZ8jTyraGwpZEUMWXHCgwAZuADGwGBUrV6oCNHjI0mHAhBxCqCsAV0RJcAE88IcAiW9VAjbi6RUkBJIAWISFZsr%2B6oUNfPjVBTShQZHhCLwBzIJ4-UIdrcAoQMTEFIA,UK,English,uk,desktop,2026-08-29T00:00:00+08:00,2026-08-29,Complete local raw capture,D:\23MySec\keyword-research\raw\semrush\2026-08-29\uk\semrush_uk_market_002,page_outerhtml.html | visible_text.txt | dom_snapshot.txt | table_rows.json | request_keywords.txt | capture_limitations.txt | table_rows_from_dom.json,COMPLETE,Append-only correction: locator-based table_rows.json was empty because Semrush uses a virtualized table; every visible row is preserved in dom_snapshot.txt and extracted verbatim into table_rows_from_dom.json. All 8 requested keywords are present. Unavailable values preserved verbatim.,YES,YES,Append-only correction: locator-based table_rows.json was empty because Semrush uses a virtualized table; every visible row is preserved in dom_snapshot.txt and extracted verbatim into table_rows_from_dom.json. All 8 requested keywords are present. Unavailable values preserved verbatim.
SEMRUSH-IN-MARKET-20260829-001,SEMRUSH_UI_RAW,Semrush Keyword Overview India batch,https://zh.semrush.com/analytics/keywordoverview/bulk/?q=titanium+dioxide+supplier+india&db=in&bulk=C4S2EMDsQVwWwAQBMQHsAeIkFMEGcYAHQgGxGwCcERIVwAfUVAJnyNPKprsbClkQoMWXHCgwAZuADGwGBUrVaIBqAjR4yNJhzU4hVBWBKeYkuACeeFQjX9NQnbm4r6kVJATSAFjXC2%2BDUFtERNXOyCtYV1CChBpZ2VVQIEopwQoUGR4QhoAczDk9VTHUIlDBEJwGmMXIvtg6NxyqlJwPFBpPELeYocQ3RaEMQ7KACNwYB9CoA,INDIA,English,in,desktop,2026-08-29T00:00:00+08:00,2026-08-29,In-app browser complete local capture,D:\23MySec\keyword-research\raw\semrush\2026-08-29\in\semrush_in_market_001,page_outerhtml.html | visible_text.txt | dom_snapshot.txt | table_rows.json | request_keywords.txt | capture_limitations.txt,COMPLETE,"Native CSV export unavailable; equivalent complete structured evidence retained. | Search volume, CPC and trend displayed Unavailable.",YES,YES,All 11 requested keywords and refreshed intent/KD/SERP-feature rows are preserved locally.
SEMRUSH-BR-MARKET-20260829-001,SEMRUSH_UI_RAW,Semrush Keyword Overview Brazil bilingual batch,https://zh.semrush.com/analytics/keywordoverview/bulk/?q=titanium+dioxide+supplier+brazil&db=br&bulk=C4S2EMDsQVwWwAQBMQHsAeIkFMEGcYAHQgGxGwCcEAjC8ALxBIB9QJp5k1Mca7GWoVACY%2BDJqzBRYiFBiy4QcQqgrBKYgczjgS4AJ54Q4BG2mc5PXLXEtIqSAgDGACxCQTZjrO4LNErxkueV4oUGR4QncAc38WADNVSGwnbCRVZFwUAGeeVEzTMAAj6FRmHLyCthK0MSMWJRU1cHSqXgqsfN5q0vKQXM6q4tKEQnA6QsgIPD6B9KHgGvyxidIAQ7xQJ1Q8IA,BRAZIL,English | PT-BR,br,desktop,2026-08-29T00:00:00+08:00,2026-08-29,In-app browser complete local capture,D:\23MySec\keyword-research\raw\semrush\2026-08-29\br\semrush_br_market_001,page_outerhtml.html | visible_text.txt | dom_snapshot.txt | table_rows.json | request_keywords.txt | capture_limitations.txt,COMPLETE,Native CSV export unavailable; equivalent complete structured evidence retained.,YES,YES,All 12 requested English and Portuguese keywords and refreshed metrics are preserved locally.
SEMRUSH-DE-EU-PROXY-20260829-001,SEMRUSH_UI_RAW,Semrush Keyword Overview Germany database EU proxy batch,https://zh.semrush.com/analytics/keywordoverview/bulk/?q=titanium+dioxide+supplier+europe&db=de&bulk=C4S2EMDsQVwWwAQBMQHsAeIkFMEGcYAHQgGxGwCcFsYLVDsAfUVAJnyNPKproebBRYiFBiy44UGADNwAY2C1K1WvSagI0eMjSYcCEHEKoKwZbzWNJJcAE88IcAg1Dtovbgv9IqSAjkAFiCQTi5aIrriKnzqguE6YvpQoMjwhMEA5tGWYcIJHs7gFCDS0tn8uW6R%2BobGpuWxmnnuUQTEZMoZlJKQtgJsHO3cCF0UPX2VEYm40ib%2BqOCgkBl4DUA,EU,English,de,desktop,2026-08-29T00:00:00+08:00,2026-08-29,In-app browser complete local capture,D:\23MySec\keyword-research\raw\semrush\2026-08-29\de\semrush_de_eu_proxy_001,page_outerhtml.html | visible_text.txt | dom_snapshot.txt | table_rows.json | request_keywords.txt | capture_limitations.txt,COMPLETE,"Germany database is an EU proxy and not EU-wide. | Native CSV export unavailable; equivalent complete structured evidence retained. | Search volume, CPC and trend displayed Unavailable.",YES,YES,All 12 requested EU/Europe and Germany proxy keywords and refreshed rows are preserved locally.
PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,PROJECT_SPECIFICATION_RAW,TiO2 Malaysia Keyword Research Agent Brief V1.0,Local project input: D:/23MySec/TiO2_Malaysia_Keyword_Research_Agent_Brief_V1.0.md,GLOBAL | EU | UK | INDIA | BRAZIL,Chinese | English,Local file,N/A,2026-08-29T00:00:00+08:00,2026-08-29,Byte-complete local copy of project input before analysis,D:\23MySec\keyword-research\raw\discovery\2026-08-29\project_brief_v1,TiO2_Malaysia_Keyword_Research_Agent_Brief_V1.0.md,COMPLETE,"This is a project specification and seed source, not independent evidence of demand or policy.",YES,YES,"Used for scope, seed vocabulary, required architecture, fields, and QA rules only."
SERP-REV-BUY-BULK-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\buy_titanium_dioxide_bulk,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-GRADE-BLR895-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\blr895_alternative_equivalent,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | No technical equivalence may be inferred from search results. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-BRAND-CHEMOURS-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\chemours_ti_pure_alternative,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | No technical equivalence may be inferred from search results. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-BRAND-CITIC-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\citic_alternative_grades,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | No technical equivalence may be inferred from search results. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-GRADE-CITIC-R5566-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\citic_r5566_alternative_equivalent,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | No technical equivalence may be inferred from search results. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-BRAND-CNNC-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\cnnc_alternative_grades,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | No technical equivalence may be inferred from search results. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-GRADE-CNNC-R216-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\cnnc_r216_alternative_equivalent,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | No technical equivalence may be inferred from search results. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-GRADE-KRONOS2310-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\kronos_2310_alternative_equivalent,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | No technical equivalence may be inferred from search results. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-BRAND-KRONOS-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\kronos_alternative_grades,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | No technical equivalence may be inferred from search results. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-BRAND-LB-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\lb_lomon_billions_alternative_grades,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | No technical equivalence may be inferred from search results. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-GRADE-TR92-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\tioxide_tr92_alternative_equivalent,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | No technical equivalence may be inferred from search results. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-GRADE-R706-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\tipure_r706_alternative_equivalent,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | No technical equivalence may be inferred from search results. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-BUY-DISTRIBUTOR-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\titanium_dioxide_distributor,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-BUY-EQUIVALENT-GRADE-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\titanium_dioxide_equivalent_grade,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-BUY-GRADE-ALTERNATIVE-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\titanium_dioxide_grade_alternative,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
